match_name,match_id,team1,team2,venue,format,tour,innings_number,session,ball_number,over_number,ball_in_over,over_ball,is_legal_delivery,is_dead_ball,is_phantom,is_wide,is_no_ball,is_bye,is_leg_bye,is_free_hit,is_boundary,is_short_run,is_quick_running,runs_off_bat,extra_runs,wide_runs,no_ball_runs,bye_runs,leg_bye_runs,penalty_runs,striker,non_striker,bowler,striker_hand,bowler_hand,bowler_style,bowling_end,bowling_angle,wicket_type,dismissed_player,dismissed_by,caught_by,stumped_by,run_out_fielder_1,commentary,delivery_type,foot_movement,air_movement,control,shot_connection,bat_subject,stroke,keeper_activity,fielding_activity,shot_intent,outcome_quality,bowler_plan,spin_direction,drift_direction,turn_after_pitch,bounce_category,pitch_zone,stump_zone,height_zone,batter_impact_height,batter_impact_line,batter_stump_zone,wagon_wheel_x,wagon_wheel_y,fielder,fielder_position,fielder_action,fielder_is_substitute,all_fielders,shot_zone_x,shot_zone_y,video_s3_uri,video_state,video_start_ms,video_end_ms,created_at,ball_isAppeal,ball_appealDismissalTypeId,ball_isReferred,ball_referralOutcomeId,ball_outcomeId,ball_noBallReasonId,ball_isNewBall,ball_isPowerPlay,ball_isBoundry,ball_runsConceded,ball_shotAngle,ball_shotMagnitude,over_totalInningRuns,over_totalInningWickets,source_file,fixture_id,result,ball_id,ball_totalBallNumber,ball_battingHandId,ball_runs,ball_teamRuns,ball_isBattingPowerPlay,ball_isAirNotControlled,ball_dismissalType,ball_dismissalTypeId,tour_name,game_type,venue,inning_isDeclared,inning_isFollowOn,inning_isForfeited,inning_byesRuns,inning_legByesRuns,inning_noBalls,inning_penalties,inning_totalExtras,inning_wideBalls,inning_oversBowled,inning_balls,inning_ballsRemaining,inning_runsScored,inning_currentRunRate,inning_numberOfWicketsFallen,inning_day,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,11,1,5,1.5,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Eshan Malinga,LEFT,RIGHT,RAMF,B,OVER_THE_WICKET,,,,,,,"Eshan Malinga to Vaibhav Sooryavanshi. In swinger full toss, down leg on the front foot flick to cover for no run, fielded by Abhishek Sharma",In Swinger,Front Foot,Ground,,Hit Pad,,Flick,,,,,,,,,STANDARD,Full Toss,DL,,,LEG,DL,72.82,50.8,,Cover,,False,,72.82,50.8,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,False,,358.0,58.0,20.0,0.0,,,Rajasthan Royals win by 47 runs,8438850.0,11.0,Left,,,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,10.0,11,,,11
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,12,1,6,1.6,True,False,False,False,False,False,False,False,True,False,False,6,0,0,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Eshan Malinga,LEFT,RIGHT,RAMF,B,OVER_THE_WICKET,,,,,,,"SIX! Eshan Malinga to Vaibhav Sooryavanshi. No movement short, down leg on the back foot pulled well timed for 6 runs",No Movement,Back Foot,Ground,Air Controlled,Middled,,Pull,,,,,,,,,STANDARD,Short,DL,,,LEG,DL,4.62,4.62,,,,False,,4.62,4.62,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,True,6,135.0,163.0,20.0,0.0,,,Rajasthan Royals win by 47 runs,8438854.0,12.0,Left,6,6,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,10.0,11,,,11
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,13,2,1,2.1,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,Yashasvi Jaiswal,Vaibhav Sooryavanshi,Pat Cummins,LEFT,RIGHT,RAMF,A,OVER_THE_WICKET,,,,,,,"Pat Cummins to Yashasvi Jaiswal. No movement length ball, middle stump on the front foot driving mis-timed to extra cover for 1 run, run saved by Shivang Kumar",No Movement,Front Foot,Ground,,Normal,,Drive,,,,,,,,,STANDARD,Length ball,MS,,,MID,MS,66.35,71.7,,Extra Cover,,False,,66.35,71.7,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,False,1,307.0,69.0,45.0,0.0,,,Rajasthan Royals win by 47 runs,8438862.0,13.0,Left,1,1,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,15.0,25,,,25
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,14,2,2,2.2,True,False,False,False,False,False,False,False,True,False,False,4,0,0,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Pat Cummins,LEFT,RIGHT,RAMF,A,OVER_THE_WICKET,,,,,,,"FOUR! Pat Cummins to Vaibhav Sooryavanshi. No movement full, off stump on the front foot driving well timed for 4 runs",No Movement,Front Foot,Ground,Air Controlled,Well Timed,,Drive,,,,,,,,,STANDARD,Full,OS,,,MOFF,OS,85.24,111.03,,,,False,,85.24,111.03,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,True,4,300.0,179.0,45.0,0.0,,,Rajasthan Royals win by 47 runs,8438865.0,14.0,Left,4,4,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,15.0,25,,,25
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,15,2,3,2.3,False,False,False,True,False,False,False,False,False,False,False,0,1,1,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Pat Cummins,LEFT,RIGHT,RAMF,A,OVER_THE_WICKET,,,,,,,"Wide. Pat Cummins to Vaibhav Sooryavanshi. No movement short, leg stump on the back foot cut for 1 wides",No Movement,Back Foot,Ground,,Play and Miss,,Cut,,,,,,,,,STANDARD,Short,LS,,,MLEG,LS,,,,Wicket Keeper,,False,,,,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,False,1,,,45.0,0.0,,,Rajasthan Royals win by 47 runs,8438869.0,15.0,Left,1,1,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,15.0,25,,,25
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,16,2,4,2.4,True,False,False,False,False,False,False,False,True,False,False,6,0,0,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Pat Cummins,LEFT,RIGHT,RAMF,A,OVER_THE_WICKET,,,,,,,"SIX! Pat Cummins to Vaibhav Sooryavanshi. No movement full, leg stump on the front foot driving well timed for 6 runs",No Movement,Front Foot,Ground,Air Controlled,Middled,,Drive,,,,,,,,,STANDARD,Full,LS,,,MLEG,LS,41.36,120.34,,,,False,,41.36,120.34,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,True,6,263.0,180.0,45.0,0.0,,,Rajasthan Royals win by 47 runs,8438871.0,16.0,Left,6,6,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,15.0,25,,,25
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,17,2,5,2.5,True,False,False,False,False,False,False,False,True,False,False,6,0,0,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Pat Cummins,LEFT,RIGHT,RAMF,A,OVER_THE_WICKET,,,,,,,"SIX! Pat Cummins to Vaibhav Sooryavanshi. No movement short, leg stump on the back foot cut well timed for 6 runs",No Movement,Back Foot,Ground,Air Controlled,Well Timed,,Cut,,,,,,,,,STANDARD,Short,LS,,,MLEG,LS,96.16,5.42,,,,False,,96.16,5.42,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,True,6,44.0,163.0,45.0,0.0,,,Rajasthan Royals win by 47 runs,8438873.0,17.0,Left,6,6,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,15.0,25,,,25
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,18,2,6,2.6,True,False,False,False,False,False,False,False,True,False,False,6,0,0,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Pat Cummins,LEFT,RIGHT,RAMF,A,OVER_THE_WICKET,,,,,,,"SIX! Pat Cummins to Vaibhav Sooryavanshi. Off cutter length ball, off stump on the front foot slogged well timed for 6 runs",Off Cutter,Front Foot,Ground,Air Controlled,Well Timed,,Slog,,,,,,,,,STANDARD,Length ball,OS,,,MOFF,OS,46.29,120.77,,,,False,,46.29,120.77,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,True,6,267.0,180.0,45.0,0.0,,,Rajasthan Royals win by 47 runs,8438877.0,18.0,Left,6,6,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,15.0,25,,,25
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,19,2,7,2.7,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Pat Cummins,LEFT,RIGHT,RAMF,A,OVER_THE_WICKET,,,,,,,"Pat Cummins to Vaibhav Sooryavanshi. No movement full, down leg on the front foot worked mis-timed to deep mid wicket for 1 run, fielded by Heinrich Klaasen",No Movement,Front Foot,Ground,,Normal,,Worked,,,,,,,,,STANDARD,Full,DL,,,LEG,DL,15.74,81.95,,Deep Mid Wicket,,False,,15.74,81.95,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,False,1,223.0,119.0,45.0,0.0,,,Rajasthan Royals win by 47 runs,8438882.0,19.0,Left,1,1,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,15.0,25,,,25
Eliminator,7ff5c537-9d3f-5fb2-b544-edcfc94d0497,Rajasthan Royals,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket Stadium,T20,,1,Session 1,20,3,1,3.1,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,Vaibhav Sooryavanshi,Yashasvi Jaiswal,Sakib Hussain,LEFT,RIGHT,RAM,B,OVER_THE_WICKET,,,,,,,"Sakib Hussain to Vaibhav Sooryavanshi. No movement full, off stump on the front foot pushed mis-timed to cover for no run, fielded by Shivang Kumar",No Movement,Front Foot,Ground,,Normal,,Push,,,,,,,,,STANDARD,Full,OS,,,MOFF,OS,71.58,59.61,,Cover,,False,,71.58,59.61,,,,,2026-08-26T09:11:04.274568+00:00,True,,False,NotReferred,,,False,True,False,,336.0,60.0,63.0,0.0,,,Rajasthan Royals win by 47 runs,8438890.0,20.0,Left,,,False,False,,,,T20 Domestic,Maharaja Yadavindra Singh International Cricket Stadium,False,False,False,2,,1,,6,3,20.0,120.0,0.0,243,12.15,8,1,15.75,18,,,18
